"","LessonId","Submitter1","Title","Abstract","Lesson","Organization","LessonDate","MissionDirectorate","SafetyIssue","Categories","DocNum","Topic","Category","url"
"955",641,"Rutledge, Pete ","Mars Climate Orbiter Mishap Investigation Board - Phase I Report",""," The MCO Mishap Investigation board (MIB) has determined that the root cause for the loss of the MCO spacecraft was the failure to use metric units in the coding of a ground software file, ""Small Forces,"" used in trajectory models. Specifically, thruster performance data in English units instead of metric units was used in the software application code titled SM_FORCES (small forces). A file called Angular Momentum Desaturation (AMD) contained the output data from the SM_FORCES software. The data in the AMD file was required to be in metric units per existing software interface documentation, and the trajectory modelers assumed the data was provided in metric units per the requirements. 

     During the 9-month journey from Earth to Mars, propulsion maneuvers were periodically performed to remove angular momentum buildup in the on-board reaction wheels (flywheels). These Angular Momentum Desaturation (AMD) events occurred 10-14 times more often than was expected by the operations navigation team. This was because the MCO solar array was asymmetrical relative to the spacecraft body as compared to Mars Global Surveyor (MGS) which had symmetrical solar arrays. This asymmetric effect significantly increased the Sun-induced (solar pressure-induced) momentum buildup on the spacecraft. The increased AMD events coupled with the fact that the angular momentum (impulse) data was in English, rather than metric, units, resulted in small errors being introduced in the trajectory estimate over the course of the 9-month journey. At the time of Mars insertion, the spacecraft trajectory was approximately 170 kilometers lower than planned. As a result, MCO either was destroyed in the
    atmosphere or re-entered heliocentric space after leaving Mars' atmosphere. 

     The Board recognizes that mistakes occur on spacecraft projects. However, sufficient processes are usually in place on projects to catch these mistakes before they become critical to mission success. Unfortunately for MCO, the root cause was not caught by the processes in-place in the MCO project. 

     A summary of the findings, contributing causes and MPL recommendations are listed below. These are described in more detail in the body of this report along with the MCO and MPL observations and recommendations. 

     Root Cause: Failure to use metric units in the coding of a ground software file, ""Small Forces,"" used in trajectory models 

     Contributing Causes: 

      
        Undetected mismodeling of spacecraft velocity changes  

        Navigation Team unfamiliar with spacecraft  

        Trajectory correction maneuver number 5 not performed  

        System engineering process did not adequately address transition from development to operations  

        Inadequate communications between project elements  

        Inadequate operations Navigation Team staffing  

        Inadequate training  

        Verification and validation process did not adequately address ground software  
      
      
      ","HQ",1999-12-01,"Science, ",FALSE,"",998,28,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/641"
"956",1431,"Watson, Grant ","Use of O-Ring Seal CPV-type Unions in High Pressure Systems (1999)"," Several failures of CPV-type unions in various high pressure systems have resulted in significant damage to facilities and had the potential to cause serious injury to personnel. "," These conditions can lead to a loss of the sealing capacity of the o-ring seal, which precipitates the catastrophic failure of the union joint. Symptoms of a poorly aligned CPV union include: 

      
        needing to cold spring the pipe to make the joint and  

        needing to apply a torque to the union nut in excess of the manufacturer's recommendations in order to achieve a leak free joint.  
        
      ","LaRC",1999-10-27,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",999,25,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1431"
"957",640,"Landano, M ","Inadequate Venting Analysis for the WIRE Spacecraft (1999)"," Past analyses of electronic, mechanical, and optical hardware performance have sometimes focused on steady state characteristics to the exclusion of known transients. As indicated in the Wide-Field Infrared Explorer (WIRE) mission loss scenario, spacecraft venting configurations designed for steady state flow rates may experience large unexpected blow-down impulses, or even nominal cryogen flows sufficient to cause mission loss or degradation. Secondly, the inability of the WIRE spacecraft to counteract accelerated venting rates suggests a marginal attitude control system authority. Third, the unavailability of definitive cryostat temperature data during the anomalous venting period hampered early, real-time identification of the root problem (premature cover deployment). Consider all venting mission sequences, plus the possibility of unplanned worst-case venting scenarios, in the spacecraft system design. Design the thrust neutralizing capability of the attitude control system
    to encompass transient venting-induced torque. Ensure that the electronics monitoring spacecraft health supply data during critical operational sequences. ","  
        Past analyses of electronic, mechanical, and optical hardware performance have sometimes focused on steady state characteristics to the exclusion of known transients. As indicated in the WIRE scenario, spacecraft venting configurations designed for steady state flow rates may experience large unexpected blow-down impulses, or even nominal cryogen flows sufficient to cause mission loss or degradation.  

      <li style=""list-style: none"">  
        
        

        The inability of the WIRE spacecraft to counteract accelerated venting rates suggests a marginal attitude control system authority.  

      <li style=""list-style: none"">  
        
        

        The unavailability of definitive cryostat temperature data during the anomalous venting period hampered early, real-time identification of the root problem (premature cover deployment).  
      ","JPL",1999-10-21,"Science, ",FALSE,"",1000,32,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/640"
"958",1204,"Huls, Dale ","Placement of Warnings in Procedural Documents",""," Warnings must be place before any procedural step to ensure the reader / operator is aware of any issues prior to implementation. ","JSC",1999-10-21,"Aeronautics Research, Exploration Systems, ",FALSE,"",1001,7,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1204"
"959",639,"Oberhettinger, D ","DS1 Ion Engine Shut-Down Anomaly (1998)"," Shortly after the successful demonstration of solar electric propulsion (SEP) aboard Deep Space 1 began, the xenon ion engine shut down unexpectedly-- likely due to a &ldquo;grid short.&rdquo; Although the engine was later restarted using other procedures, immediate use of a &ldquo;grid clear circuit&rdquo; was deemed as too risky. Since grid shorts are likely to occur during future missions that use SEP technology, conduct further study of grid clear circuits and provide a pre-planned operational procedure for detecting and clearing critical anomalies, including SEP grid shorts. "," The ""grid clear"" approach to recovery from a solar electric propulsion (SEP) grid short, a failure mode that is likely to occur during an extended mission, requires additional evaluation before it can be judged as an acceptable risk. ","JPL",1999-10-14,"Aeronautics Research, Science, Exploration Systems, ",FALSE,"",1002,7,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/639"
"960",1205,"Koby, Ken ","Rivet Collars Tend to Contribute to Foreign Object Debris",""," Selection of parts used in spacecraft must consider all facets of the hardware life cycle including manufacturing and ground operations when assuring their acceptability. ","JSC",1999-09-13,"Aeronautics Research, Exploration Systems, ",FALSE,"",1003,22,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1205"
"961",1215,"Van Dyke, Case ","Human factors considerations for critical hardware lifts",""," Human factors considerations must be considered when planning safety-critical tasks ","JSC",1999-08-30,"",FALSE,"",1004,1,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1215"
"962",1210,"Kohlbrand, Jim ","Procedural Control (Deviation from Approved Procedures)",""," Deviations from approved procedures must be carefully managed to preclude the commission / omission of steps designed to assure safety and success ","JSC",1999-08-30,"",FALSE,"",1005,5,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1210"
"963",748,"Morris, Joe ","Facilities, Sprinkler Heads","","
        There must be written specifications for compaction of excavation sites to reduce the risk of the ground settling below grade.  

        On site inspections of critical hardware must be preformed prior to installation and/or during the installation.  
    </ul>
      
      ","GRC",1999-08-23,"",FALSE,"",1006,12,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/748"
"964",859,"Morris, Joe ","Facilities, Complete Contract Specs. Requirements",""," There is more to filling up a hole that just throwing the dirt back into it. Compaction is very important and if it is not done properly, the dirt will settle and you will be left with a big sinkhole. ","GRC",1999-08-23,"",FALSE,"",1007,7,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/859"
"965",860,"Morris, Joe ","Facilities, Mod & Rehab, Added Team Member",""," It becomes a logistics nightmare for a Project Manager to coordinate people moves in a Mod and Rehab project. ","GRC",1999-08-23,"",FALSE,"",1008,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/860"
"966",749,"Morris, Joe ","Facilities, Mod/Rehab Projects, Construction Mtgs.","","
        It is hard to get complete attendance at the weekly construction meetings.  
    </ul>
      
      ","GRC",1999-08-23,"",FALSE,"",1009,17,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/749"
"967",635,"Nebrig, John ","MSFC Building 4672 Pressure Reducing Statin Grayloc Clamp Removal",""," Work documentation (work orders and baseline drawings) should reflect the current system configuration. During the investigation, it was found that: 

      
        The temporary configuration change to the gaseous hydrogen system was initiated on multiple work orders and by different individuals. There was no single document that documented the temporary system configuration.  

        The procedure for performing the work was written using a drawing that had not been updated to show the actual system configuration. Verbal field direction was given when it was discovered the system was not configured per the work order.  

        Incorrect Grayloc clamp removal techniques were used. Upon pressure release, the Grayloc clamp, blind hub, and seal ring became projectiles that had the potential to cause significant personnel injury.  
      
      
      ","MSFC",1999-08-17,"Aeronautics Research, Exploration Systems, ",FALSE,"",1010,16,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/635"
